OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Weak foot,Skill moves
72,53,51,52,56,73,76,42,62,27,38,74,63,46,61,43,41,61,61,59,44,56,48,34,68,58,77,73,76,74,72,70,76,68,79,79,2,2
72,71,70,45,62,32,81,70,71,77,75,70,57,68,63,26,47,38,59,35,48,58,63,62,70,66,72,23,79,30,26,25,91,71,90,69,3,2
72,68,73,60,75,19,65,66,70,78,76,75,69,57,69,40,58,58,74,62,48,78,67,69,75,74,70,19,52,15,15,13,68,73,75,30,3,2
72,62,72,56,68,29,73,62,62,78,76,70,62,65,75,42,60,45,67,60,26,67,65,56,69,73,70,25,74,26,22,20,78,75,74,69,3,3
72,70,35,53,52,72,78,68,72,41,29,52,31,22,36,51,35,24,66,61,41,42,66,59,68,57,58,71,74,73,73,68,83,80,79,72,2,2
72,72,37,57,58,74,62,77,68,44,29,56,35,30,39,59,40,35,69,61,44,57,58,58,74,54,65,74,71,75,75,74,76,36,72,67,2,2
72,52,50,51,58,73,75,52,52,50,49,57,44,52,53,46,40,27,64,58,34,54,46,55,71,64,64,73,70,74,74,72,72,71,76,76,3,2
72,39,44,69,60,74,73,38,39,41,41,53,41,52,50,62,69,53,75,71,66,54,40,63,70,70,80,74,74,74,74,70,62,79,73,67,3,2
72,65,71,54,67,27,75,64,66,73,72,75,62,70,72,52,47,39,64,46,58,65,63,67,69,70,70,18,80,16,26,25,80,63,85,66,2,2
72,63,42,56,64,73,61,57,68,34,44,49,31,36,45,41,49,31,70,69,29,57,66,66,73,69,73,76,70,74,72,71,70,31,70,75,3,2
72,75,30,50,58,72,74,74,75,25,26,48,20,28,42,40,28,35,66,63,33,51,67,63,72,63,61,71,73,71,73,72,83,73,74,75,3,2
72,44,47,64,66,68,70,40,48,61,40,61,51,31,40,40,60,35,81,70,63,66,55,58,67,70,66,70,59,62,75,70,60,66,70,75,2,2
72,68,40,51,55,74,70,67,68,40,30,60,41,40,40,39,44,34,63,59,45,44,48,66,71,66,69,73,71,73,76,72,78,70,71,65,3,2
72,53,34,63,55,71,82,51,55,47,29,49,25,32,43,64,54,28,71,70,45,51,56,55,68,59,58,73,71,71,69,70,79,78,85,81,2,2
72,62,36,52,60,72,76,61,63,24,36,52,24,29,39,23,44,32,71,69,38,59,43,44,70,66,65,71,71,74,73,67,81,72,82,65,2,2
72,66,42,49,55,73,73,59,72,26,40,57,41,27,43,48,40,30,61,48,27,51,55,60,70,57,60,72,70,74,75,71,85,56,81,71,1,2
72,61,34,60,58,73,72,65,58,36,35,45,21,31,40,69,40,32,69,66,51,57,46,64,64,62,63,73,71,70,75,73,78,78,74,59,3,2
72,66,30,56,64,71,71,62,70,42,25,46,21,28,30,48,47,22,69,62,47,63,63,52,64,68,66,69,70,71,74,71,77,56,78,72,3,2
72,57,39,58,63,73,67,54,60,37,37,48,33,35,43,43,46,42,75,60,54,58,58,62,71,72,57,70,69,75,74,71,71,55,72,68,2,2
72,80,30,50,52,71,73,76,83,35,20,45,35,31,37,35,45,29,65,54,40,41,57,55,68,63,65,70,70,70,72,71,83,61,78,75,3,2
72,66,32,55,62,72,69,64,68,35,28,41,30,33,35,39,57,28,67,60,40,65,51,54,70,62,66,71,74,72,73,71,81,55,76,68,3,2
72,58,40,52,57,72,76,48,67,37,39,56,31,28,36,38,43,28,67,63,37,52,52,57,69,64,56,71,75,72,73,70,76,72,80,70,2,2
72,72,28,52,51,72,80,66,77,27,27,38,21,31,32,38,48,25,63,60,44,41,65,52,64,56,59,72,70,69,75,69,81,76,86,68,3,2
72,58,46,51,53,73,74,63,54,41,45,51,43,41,51,38,37,48,65,58,47,40,49,56,66,70,66,73,73,72,74,72,81,66,80,66,2,2
72,62,30,52,59,72,79,60,63,40,32,38,16,24,34,28,45,28,69,70,22,53,58,62,69,65,67,71,74,73,72,70,81,82,80,72,3,2
72,47,71,55,61,43,77,44,50,80,75,72,59,80,66,46,62,38,62,46,52,58,51,53,72,67,67,37,87,36,40,36,86,68,89,57,4,2
72,68,27,51,62,72,74,69,68,15,22,41,24,25,32,27,47,16,68,66,29,59,58,60,69,65,70,71,72,72,73,71,81,68,76,74,3,2
72,50,45,52,60,72,74,49,51,38,41,62,40,49,42,32,44,29,68,67,36,55,54,66,70,65,64,74,73,70,72,70,76,61,80,77,3,2
72,51,73,56,67,30,76,52,51,74,74,79,65,72,74,34,65,44,66,53,58,64,70,49,74,70,72,39,78,23,18,23,83,60,83,76,3,2
72,65,34,53,55,72,74,63,66,30,31,49,29,27,39,35,57,28,65,59,33,47,49,59,66,65,66,73,68,72,74,72,76,68,76,74,4,2
72,60,32,57,61,71,72,56,64,28,27,42,32,34,46,42,41,28,75,65,65,57,60,58,67,68,54,68,73,69,75,73,78,59,78,74,3,2
72,58,30,58,64,73,69,68,50,46,28,25,30,32,50,49,43,36,78,58,29,57,68,54,73,76,53,75,73,75,72,67,77,69,69,68,3,2
72,62,38,54,49,72,77,60,64,31,34,51,40,24,41,45,48,33,67,58,32,44,46,56,61,53,52,74,72,71,72,71,82,68,83,70,3,2
72,69,62,67,78,26,50,72,66,77,66,58,58,52,58,63,70,54,70,64,67,79,82,75,64,78,68,20,55,19,28,20,60,63,48,38,3,3
72,42,42,61,64,73,70,34,49,47,36,55,42,34,42,47,60,58,69,66,55,64,58,54,70,68,64,73,75,73,73,72,71,53,77,72,2,2
72,43,72,55,65,37,80,34,51,77,71,83,64,68,62,35,66,39,69,44,48,65,45,35,75,73,75,30,82,26,40,33,82,55,91,81,2,2
72,61,42,50,50,74,75,59,63,42,33,67,37,44,40,48,29,25,65,61,34,47,51,59,60,47,65,70,75,73,76,75,80,67,79,72,2,2
72,65,72,48,65,31,71,65,65,74,78,70,63,72,66,34,58,38,53,47,45,62,66,65,70,69,66,24,83,26,25,22,88,71,78,49,4,3
72,63,38,50,57,72,72,59,67,37,35,56,25,27,56,37,39,42,67,49,42,53,44,53,71,66,58,70,72,72,74,68,79,61,79,66,3,2
72,49,37,53,62,72,78,48,49,47,30,57,33,36,34,45,53,36,61,59,36,64,47,65,65,62,70,72,71,73,72,69,78,62,86,77,3,2
72,57,38,51,61,72,72,55,59,42,36,46,31,34,42,38,43,30,64,57,37,56,65,55,67,65,67,71,74,72,73,72,76,64,75,75,3,2
72,62,29,56,59,72,73,55,67,29,25,40,25,26,36,54,58,22,64,56,35,57,35,62,71,65,70,72,72,73,71,71,78,67,79,66,3,2
72,54,35,53,61,71,77,55,53,24,37,39,23,44,43,36,49,31,67,63,38,64,42,43,68,63,66,71,73,71,72,70,80,72,81,73,2,2
72,48,73,57,66,28,78,50,47,80,75,72,70,65,78,38,68,45,66,59,38,64,51,54,78,71,78,22,74,25,24,16,79,76,85,63,3,2
72,38,47,57,56,71,81,36,40,58,53,55,31,30,39,48,51,28,68,62,51,56,31,37,66,65,61,68,70,73,71,71,72,75,87,77,2,2
72,53,33,53,63,72,76,49,56,37,30,43,28,36,28,29,55,26,67,64,28,59,69,55,70,64,72,70,70,72,73,71,74,67,81,74,2,2
72,46,41,60,61,73,69,42,49,49,40,50,29,40,58,45,61,29,69,71,48,60,52,48,69,68,59,71,73,73,74,71,75,44,81,69,2,2
72,68,28,49,58,72,75,66,69,25,24,41,22,30,34,35,35,35,64,59,32,55,66,65,68,56,67,69,73,72,75,71,82,70,79,69,3,2
72,64,33,53,51,74,74,60,67,28,32,45,25,30,41,38,43,28,68,66,38,43,50,49,64,58,69,72,75,75,74,71,80,69,78,69,3,2
72,49,46,49,51,73,81,42,54,43,45,59,35,31,67,47,29,33,66,52,31,45,58,63,68,52,64,73,70,70,75,74,72,85,82,76,3,2
72,58,39,50,53,72,77,57,58,32,41,44,29,35,60,44,36,31,66,54,33,40,61,62,65,66,56,74,68,75,72,67,77,71,83,70,2,2
72,72,25,47,57,70,78,68,76,45,18,34,22,26,34,26,43,26,65,55,27,48,64,65,69,64,63,69,68,71,71,72,78,77,79,79,3,2
72,61,40,50,60,74,63,54,66,30,48,41,27,23,38,25,32,34,75,63,25,52,50,56,73,73,60,72,68,76,76,73,65,60,61,71,3,2
72,49,40,57,56,73,73,43,53,21,33,61,34,42,52,53,56,18,65,63,37,56,46,40,66,60,67,73,73,70,75,71,74,55,80,77,4,2
72,58,36,50,52,72,80,60,56,35,33,47,28,35,47,29,44,37,64,62,30,43,58,46,67,61,65,71,74,71,72,71,75,76,85,72,3,2
72,51,45,48,53,72,79,50,52,56,41,55,44,34,43,33,40,35,61,60,31,48,49,49,68,59,63,72,77,71,71,69,82,77,83,71,3,2
72,59,34,53,52,71,79,58,60,28,31,43,30,31,44,41,38,34,70,59,35,41,53,55,69,64,55,70,70,70,72,71,79,74,86,68,2,2
72,60,30,56,53,72,77,51,67,35,24,49,25,17,39,42,44,28,72,71,31,46,42,50,68,64,63,74,74,71,71,72,77,77,80,71,2,2
72,64,34,51,44,72,83,58,68,40,35,40,25,28,37,40,37,28,65,61,37,34,45,63,67,50,60,72,70,74,72,69,78,80,84,84,3,2
72,72,25,55,59,73,64,72,72,20,21,38,18,24,35,33,43,20,77,67,30,50,56,33,69,75,68,71,69,74,76,73,73,62,61,70,2,2
72,64,39,53,51,74,67,53,73,39,33,59,33,19,58,37,44,28,72,60,20,36,60,56,64,68,53,73,70,74,75,72,68,60,68,72,2,2
72,54,76,57,66,25,70,41,64,76,80,77,68,73,68,58,54,59,65,44,50,65,64,41,72,70,68,21,73,12,28,19,72,63,76,63,3,2
72,67,29,50,49,71,81,69,65,38,23,40,28,21,36,44,38,29,64,53,38,40,33,51,60,62,63,65,70,73,73,70,84,71,91,69,2,2
72,61,35,48,52,72,79,60,61,37,30,50,32,33,36,38,38,29,57,62,39,45,59,52,65,58,60,73,72,72,72,73,82,72,83,78,2,2
72,66,35,50,53,74,69,63,68,31,26,56,32,33,40,35,39,29,67,57,42,45,52,53,68,60,63,72,75,74,75,72,76,67,69,68,3,2
72,48,73,65,67,30,63,49,48,80,78,74,60,76,74,70,68,50,66,59,66,66,52,70,69,74,68,30,78,25,22,19,76,35,72,74,4,4
72,60,71,54,68,23,70,59,60,79,75,75,60,54,76,47,53,47,63,46,57,64,66,63,72,74,66,18,79,17,17,15,82,75,76,48,3,2
72,62,36,46,53,73,76,48,74,34,27,58,34,34,46,27,34,34,59,63,41,45,58,50,65,60,54,76,69,75,72,68,79,72,78,75,4,2
72,55,77,55,60,28,71,53,56,80,79,78,70,72,80,58,56,63,60,40,38,51,61,71,60,70,72,22,82,33,11,17,85,72,83,38,4,2
72,45,49,54,44,71,83,48,43,40,30,75,67,45,51,35,50,65,63,68,28,36,37,34,75,53,62,75,76,66,73,68,83,75,90,74,3,2
72,66,25,53,53,73,75,58,73,29,19,39,19,26,34,46,48,23,65,56,33,47,45,49,70,59,67,73,72,72,75,68,80,66,81,71,2,2
72,50,38,51,53,70,83,52,48,38,32,58,32,36,40,41,34,28,66,63,45,52,32,33,70,60,65,70,76,71,70,65,85,76,92,70,2,2
72,62,26,50,58,73,76,60,64,28,24,30,24,26,30,30,45,29,65,60,26,58,35,52,66,64,66,73,71,74,74,70,79,71,78,74,3,2
72,62,27,56,56,72,71,56,66,22,25,38,18,22,45,49,49,22,70,60,33,48,52,58,71,65,68,72,72,70,75,72,76,64,75,66,3,2
72,31,46,60,58,74,75,31,31,48,42,60,43,36,43,47,63,32,68,65,51,61,31,46,62,63,70,71,80,74,74,69,76,62,81,76,3,2
72,72,25,50,50,72,75,64,78,29,20,40,20,24,33,31,46,22,66,64,22,39,55,61,70,60,57,72,71,71,73,71,76,59,87,66,4,2
72,60,36,49,52,73,74,56,63,41,29,60,24,33,40,37,34,34,67,55,35,41,44,68,71,63,60,74,74,69,75,74,76,79,72,72,3,2
72,65,74,56,66,23,60,66,64,74,76,75,71,69,74,52,52,50,65,45,55,65,55,65,70,70,68,16,73,20,16,19,79,55,73,29,3,2
72,71,74,55,72,19,52,73,70,71,77,74,70,68,68,33,49,53,74,55,38,72,60,85,70,75,60,12,72,14,12,16,77,51,60,26,3,3
72,49,40,55,58,73,68,46,52,40,39,52,29,32,45,36,58,28,67,66,30,57,52,51,69,58,74,72,76,71,74,71,72,34,82,74,3,2
72,53,34,50,56,74,76,51,55,28,26,50,38,26,38,44,37,33,61,58,38,50,65,51,71,58,66,73,72,75,74,71,76,74,77,75,3,2
72,41,43,54,52,71,81,50,33,37,37,58,38,50,47,50,37,38,70,50,52,39,58,39,69,69,59,70,73,69,72,69,78,79,83,78,3,2
72,55,36,50,51,72,78,59,51,30,30,57,35,30,31,34,38,27,65,63,35,40,58,54,69,58,71,72,72,71,72,72,81,74,84,68,2,2
72,32,49,54,59,74,74,33,32,36,53,52,43,28,67,50,32,29,74,59,27,53,50,53,72,68,76,71,78,77,75,65,73,73,76,70,2,2
72,33,43,60,64,78,64,34,32,41,37,54,47,32,40,62,52,35,65,65,56,61,57,73,70,70,56,77,61,82,80,79,57,65,62,70,3,2
72,58,41,47,50,74,71,52,62,30,48,45,29,28,42,33,39,30,61,53,33,43,42,57,71,57,52,73,75,74,75,72,74,71,72,67,2,2
72,63,35,51,48,73,70,54,71,29,34,40,32,26,45,27,48,30,69,58,29,32,49,73,69,62,63,74,75,72,74,67,76,61,75,67,2,2
72,64,30,48,55,74,69,66,62,25,28,39,26,21,34,28,29,25,73,52,32,42,61,63,70,67,55,77,75,76,70,70,77,69,68,71,3,2
72,46,43,53,51,75,69,45,46,32,40,51,43,45,51,48,37,39,65,59,42,40,42,52,67,67,61,75,74,75,75,71,70,68,70,68,2,2
72,42,75,48,63,28,81,51,34,81,78,77,64,74,70,32,48,48,58,46,42,64,33,33,69,74,67,19,71,20,27,25,82,56,94,80,3,2
72,37,38,53,58,72,77,41,34,34,35,50,33,27,44,45,44,34,68,55,32,56,49,41,70,62,65,72,72,72,73,72,75,68,82,77,3,2
72,56,35,46,53,73,72,44,65,31,29,55,26,33,49,31,33,28,61,58,32,52,34,39,71,56,72,72,73,72,74,72,74,50,80,78,2,2
72,40,34,58,62,73,66,38,41,40,30,48,27,27,38,50,55,30,70,63,33,62,51,56,67,65,67,72,73,74,73,72,71,40,76,70,3,2
72,55,31,50,47,70,80,51,59,31,29,43,22,34,38,29,46,27,65,57,52,36,53,40,69,56,65,69,69,68,74,70,77,63,90,75,3,2
72,43,40,53,51,73,70,37,47,40,42,49,29,36,42,32,49,31,70,62,35,41,30,48,66,69,69,73,75,72,74,70,69,59,72,77,3,2
72,58,30,53,47,73,69,55,61,31,26,40,27,25,36,47,46,25,69,51,25,31,42,39,68,67,59,71,72,74,75,73,77,54,76,69,3,2
72,46,31,44,53,73,81,49,43,20,30,39,30,22,40,31,26,26,65,48,20,44,46,60,59,66,63,72,70,75,72,70,75,76,86,75,2,2
72,49,24,48,52,73,81,50,48,21,21,34,18,24,34,21,33,41,67,71,25,46,37,32,72,63,70,69,70,76,76,70,73,89,80,75,3,2
72,34,34,55,56,72,75,34,34,29,32,46,26,33,42,41,45,32,69,66,44,52,48,55,71,60,68,73,72,72,72,71,71,65,80,76,3,2
72,46,26,47,57,72,78,50,43,27,18,35,32,34,31,25,32,21,67,62,27,51,54,36,70,65,71,73,74,72,72,69,79,67,83,77,3,2
72,55,28,50,53,72,68,46,62,21,25,35,27,18,46,29,25,32,78,62,25,39,54,69,65,66,68,68,79,70,77,68,74,60,70,72,2,2
72,45,33,52,59,73,63,33,54,36,28,47,25,35,39,30,45,38,71,56,40,55,37,65,70,70,62,71,72,73,75,71,67,34,71,77,3,2
72,35,35,55,56,73,70,37,34,38,31,50,29,32,44,56,38,35,65,60,49,54,38,40,65,62,74,72,74,73,73,71,71,50,76,82,2,2
72,54,29,40,50,71,80,48,59,34,27,37,23,29,38,27,36,27,57,33,25,36,46,58,73,64,62,71,70,70,72,68,74,72,83,82,2,2
72,43,27,48,53,73,78,45,41,26,19,48,22,25,39,28,31,23,67,70,29,46,45,74,72,58,59,70,72,75,73,70,74,80,79,76,3,2
72,55,33,45,36,73,79,57,53,33,28,47,29,26,41,31,31,29,60,56,30,28,53,48,67,32,58,72,75,70,76,70,90,69,86,73,2,2
72,56,27,45,41,74,77,58,55,25,25,36,19,28,34,24,33,22,63,63,29,26,44,70,55,51,67,68,76,77,75,74,84,74,82,64,3,2
71,74,67,69,74,70,76,75,73,63,64,74,70,60,55,63,70,49,73,72,71,74,80,76,65,74,70,71,69,69,70,70,81,82,77,63,3,3
71,80,62,70,73,64,80,74,85,63,61,69,62,50,54,59,73,67,72,73,72,71,76,81,71,74,69,67,58,65,65,59,77,83,79,80,3,3
71,79,65,67,75,66,73,78,79,71,66,67,64,62,55,66,72,62,68,64,67,73,86,82,74,74,73,68,58,69,66,63,73,84,65,78,4,3
71,87,60,66,71,66,75,88,86,61,60,63,57,51,64,68,63,60,67,64,68,68,80,82,65,72,70,67,63,67,67,65,83,83,71,73,3,3
71,81,70,67,73,62,71,80,81,67,69,71,72,64,69,63,70,63,68,63,71,72,81,78,68,72,73,50,51,68,66,68,71,75,69,69,4,3
71,74,67,71,71,64,76,74,74,66,60,79,73,55,66,71,69,73,74,67,77,70,72,72,73,71,73,65,66,65,63,61,76,88,70,78,5,3
71,73,68,65,72,69,76,74,73,64,66,72,74,58,55,53,64,56,73,72,52,72,77,71,68,72,69,66,77,68,69,68,86,84,74,66,3,3
71,87,58,64,72,66,76,90,85,68,55,66,56,57,47,65,65,48,67,55,68,73,89,90,63,65,71,69,59,68,65,65,82,81,74,73,4,3
71,72,66,69,70,67,78,70,73,64,60,80,70,59,66,62,69,59,74,71,65,70,66,70,69,71,69,69,64,66,69,67,78,80,80,72,3,3
71,81,66,67,70,63,75,81,81,68,62,79,65,55,61,69,63,55,69,67,71,68,82,72,68,69,72,63,55,65,63,62,75,87,70,72,2,3
71,81,63,65,71,65,77,80,81,70,59,73,64,65,45,69,62,52,68,62,68,70,80,75,72,70,66,69,47,66,68,65,74,80,78,71,3,3
71,80,70,71,68,64,68,81,80,75,70,75,69,55,67,63,75,65,74,73,61,67,70,72,60,69,65,65,53,66,66,60,73,77,70,50,5,3
71,71,66,69,70,72,73,70,71,70,63,74,67,64,50,66,71,52,71,70,69,69,66,74,73,72,72,72,68,73,71,73,68,73,72,78,3,3
71,88,62,60,72,63,76,85,90,62,61,70,59,47,64,66,49,47,65,62,53,73,84,74,65,71,58,68,54,60,66,63,77,81,73,77,2,3
71,72,68,67,71,68,75,71,73,69,65,72,71,59,70,55,71,68,71,70,65,71,70,73,66,71,70,71,55,68,69,67,73,83,74,67,3,3
71,77,69,70,72,59,73,78,77,68,66,75,73,67,64,65,69,63,75,69,70,72,72,79,62,74,68,43,66,64,62,61,83,69,80,58,3,3
71,73,64,68,69,68,78,71,75,71,55,80,68,57,67,71,70,64,66,65,83,69,76,75,67,65,71,67,71,65,70,67,82,77,75,85,3,3
71,72,69,68,70,63,78,74,71,73,70,70,69,58,58,66,69,64,69,68,60,68,78,87,72,69,63,71,46,60,67,58,69,92,75,72,3,3
71,85,62,64,70,65,73,84,85,62,60,71,60,56,55,68,62,53,65,58,71,72,69,62,69,68,67,66,60,61,68,66,81,80,72,66,3,3
71,71,65,66,73,68,76,74,69,65,59,80,62,66,69,60,65,66,71,68,62,71,84,74,67,73,68,67,66,67,71,69,78,79,73,78,4,3
71,73,60,68,72,67,78,72,74,71,57,62,63,62,58,63,69,65,71,69,58,65,86,91,74,73,72,74,46,67,71,63,68,93,74,72,5,3
71,62,69,73,72,68,73,61,62,71,67,76,69,66,61,75,73,73,72,71,75,72,72,71,69,74,71,68,66,70,67,70,72,75,71,75,3,3
71,73,64,72,72,67,69,77,69,66,63,74,63,45,56,74,72,68,73,71,71,73,73,75,70,71,70,67,57,69,69,66,73,70,69,68,3,3
71,80,68,71,71,62,65,81,80,64,63,72,80,59,66,71,70,74,71,72,76,68,86,81,66,70,62,63,65,62,59,62,75,74,59,65,3,4
71,67,69,67,71,68,75,71,64,68,69,70,68,60,72,60,69,56,72,69,63,70,70,67,71,72,70,69,55,68,70,68,75,80,76,66,3,2
71,82,60,67,72,63,73,80,84,60,60,65,60,51,53,53,66,65,77,68,61,69,84,87,65,73,63,68,47,64,64,64,69,81,69,75,2,2
71,77,70,69,71,64,66,78,76,73,66,78,75,77,49,74,74,80,62,68,70,70,78,67,65,73,60,68,65,58,65,74,72,74,55,82,3,3
71,71,65,71,70,68,72,72,71,69,65,67,62,60,78,72,70,66,73,67,64,71,63,67,69,73,66,71,55,72,69,64,74,69,75,68,3,2
71,81,69,68,70,53,75,79,82,70,69,75,68,59,66,68,71,64,69,63,71,67,81,77,64,72,66,52,68,45,58,45,84,69,79,70,4,3
71,78,59,69,72,66,72,75,80,67,58,65,58,48,45,59,71,67,73,72,73,73,80,70,66,70,58,64,58,65,71,66,70,88,63,77,3,3
71,76,59,69,70,64,78,74,77,66,58,68,54,55,44,66,71,41,73,72,67,68,73,76,70,69,72,63,68,59,68,67,81,81,77,76,3,2
71,73,66,68,70,62,77,72,73,67,72,57,65,61,57,56,72,58,74,69,56,72,72,67,71,67,70,65,66,60,61,57,80,77,79,70,3,3
71,69,63,70,71,67,76,70,68,62,65,68,65,36,51,67,68,76,73,70,62,71,73,70,69,72,67,67,48,67,73,67,67,83,75,72,3,2
71,76,66,71,73,67,63,79,74,73,69,65,59,62,73,70,73,63,74,71,59,72,77,69,67,74,69,68,68,59,75,65,77,67,65,48,3,4
71,74,65,67,74,66,70,72,75,66,63,73,70,48,53,60,65,47,73,73,63,73,77,82,75,74,72,68,48,69,67,65,68,74,71,61,3,3
71,72,64,67,69,68,76,74,71,66,66,57,68,60,68,52,72,65,72,72,58,68,73,62,70,69,68,70,68,64,70,70,79,79,75,73,3,3
71,76,68,70,73,58,71,76,76,73,69,68,67,66,52,70,70,48,76,63,70,73,73,69,71,77,64,62,68,45,63,61,77,77,68,68,3,3
71,70,65,71,71,65,73,68,72,70,66,66,65,55,64,70,73,66,72,68,69,70,73,82,71,72,67,64,48,65,70,67,62,90,65,74,3,3
71,69,68,70,74,65,69,76,64,65,65,75,70,65,60,65,71,67,73,71,71,71,86,85,70,75,65,67,49,62,70,70,67,78,66,67,3,3
71,71,74,72,72,47,79,65,75,74,73,76,75,65,70,66,73,71,74,73,73,72,72,66,70,72,71,49,64,34,54,48,78,84,84,61,4,4
71,86,59,70,72,61,67,84,88,66,54,70,65,44,52,76,67,69,70,66,77,71,80,76,70,72,64,61,55,60,65,62,66,82,63,56,2,3
71,82,57,65,70,66,75,80,84,64,58,65,49,47,55,68,63,40,68,68,62,68,85,71,68,68,62,63,68,66,66,65,75,77,76,68,5,3
71,80,67,60,72,66,70,79,81,70,69,72,62,54,68,65,64,38,66,45,45,73,67,73,69,72,66,62,63,68,69,62,79,79,72,49,3,4
71,66,69,72,70,63,74,67,66,70,68,68,72,61,76,70,71,65,75,71,73,70,61,67,69,74,76,62,49,66,65,63,68,78,77,65,3,3
71,72,69,72,71,61,69,73,72,67,69,72,67,61,67,68,74,70,73,72,71,68,80,79,71,71,72,62,58,57,65,62,69,86,60,68,3,3
71,68,70,73,73,66,64,70,66,65,70,74,67,68,66,72,71,75,75,74,70,72,79,69,67,74,68,66,60,67,69,64,66,69,58,74,3,3
71,67,64,71,70,69,73,66,67,71,65,69,63,48,55,72,71,67,73,70,62,67,70,71,74,73,70,73,54,74,67,67,70,74,77,60,2,3
71,64,71,64,67,70,78,61,66,83,74,73,66,69,55,46,69,55,72,68,55,66,65,58,76,70,71,67,76,67,74,70,83,79,79,73,3,3
71,81,62,69,72,58,71,78,84,69,64,65,59,37,57,69,68,71,70,68,73,70,86,74,68,70,73,65,63,53,55,61,79,70,72,69,3,3
71,91,68,64,73,44,73,91,91,63,68,72,69,67,60,60,65,57,66,64,71,70,90,87,70,70,65,42,53,40,48,42,79,80,73,63,3,4
71,70,71,67,69,56,80,71,70,73,71,74,69,67,70,56,71,61,72,69,69,70,59,53,68,74,70,54,74,42,64,58,88,78,85,69,3,3
71,74,62,71,72,67,67,76,73,59,54,80,66,58,55,73,68,66,74,70,71,70,78,77,63,74,67,67,58,68,68,70,73,69,66,66,4,2
71,75,63,69,68,65,73,76,75,67,55,77,69,54,61,73,65,68,70,67,71,67,78,71,64,67,66,65,61,65,66,67,76,79,70,71,2,2
71,82,64,64,76,58,69,80,83,63,64,70,62,55,51,66,65,47,67,58,66,77,83,73,64,76,69,49,53,58,65,57,71,70,67,72,4,3
71,79,65,64,67,65,73,76,82,62,65,70,65,54,57,69,55,63,67,65,59,66,74,70,63,68,63,61,64,62,69,66,79,84,72,58,3,2
71,58,71,73,71,68,71,51,64,72,71,71,72,68,75,72,75,73,73,70,70,70,73,78,69,71,73,68,65,66,71,68,68,70,72,68,4,3
71,70,64,70,72,68,68,71,70,66,59,73,70,54,48,73,65,64,72,67,69,70,77,77,70,72,74,69,60,70,69,67,71,68,65,77,3,3
71,65,69,71,69,63,75,64,65,67,68,76,69,50,77,68,70,75,72,72,72,67,73,74,69,69,72,65,53,65,64,63,64,90,67,77,3,3
71,63,68,68,70,69,74,65,62,73,68,72,70,58,53,58,72,64,73,66,66,70,65,75,74,72,65,65,60,69,74,69,73,78,75,65,3,3
71,73,64,71,72,64,68,76,70,69,65,65,65,54,52,69,70,63,75,68,66,70,80,85,71,71,70,62,58,64,66,63,72,82,64,60,3,3
71,72,59,67,69,68,77,70,73,69,52,68,63,59,55,66,66,63,69,68,71,69,72,74,66,69,67,67,64,68,69,70,77,77,77,77,2,2
71,71,64,68,73,65,71,76,67,66,65,71,55,53,66,71,64,63,69,66,68,72,75,84,70,72,67,64,44,68,70,68,63,77,65,80,4,3
71,80,71,68,71,56,66,81,80,67,69,73,75,64,68,50,67,72,76,69,71,69,78,74,71,75,55,66,46,47,61,54,68,74,64,61,2,3
71,72,62,68,71,62,77,74,71,65,64,68,58,50,45,68,70,57,72,62,58,69,79,61,70,72,68,62,70,58,64,60,81,83,77,69,3,3
71,66,63,72,75,66,70,67,65,65,64,66,61,53,55,67,73,58,75,75,67,74,82,79,67,74,76,68,60,66,68,65,70,73,68,70,3,3
71,76,66,70,73,64,63,80,72,69,63,72,67,58,63,66,71,68,76,65,60,72,81,80,65,73,71,69,52,56,72,61,67,72,59,60,3,3
71,74,63,68,71,66,70,77,72,65,59,69,66,64,61,68,68,60,70,68,65,68,82,78,69,72,70,66,62,67,68,64,75,73,66,75,4,3
71,75,59,71,74,61,72,78,72,70,55,66,62,45,49,61,76,59,75,72,63,73,81,84,71,73,74,55,53,63,64,62,73,71,71,75,4,3
71,69,60,68,74,67,74,72,66,65,58,68,62,44,45,61,72,45,73,70,65,73,77,85,67,74,73,68,55,65,71,68,75,71,77,72,3,3
71,81,58,65,71,67,70,82,80,69,48,71,68,52,51,66,64,60,71,57,51,71,76,74,63,70,77,63,65,65,73,68,79,71,70,67,3,3
71,75,63,67,72,67,68,76,75,69,62,66,64,61,59,58,70,54,73,67,58,72,75,70,74,72,72,71,48,68,69,67,65,80,60,74,4,3
71,77,70,66,70,47,81,69,83,72,70,74,66,64,64,58,71,52,72,62,55,70,69,56,70,74,70,46,72,40,51,33,85,84,84,69,3,3
71,80,70,66,73,49,73,82,79,69,71,71,68,65,68,62,69,60,69,61,61,71,84,81,70,71,68,57,62,38,51,44,77,79,66,83,3,3
71,79,55,66,72,65,74,80,78,62,49,67,54,56,55,69,61,64,68,64,68,71,84,81,67,69,67,65,60,64,67,65,80,78,75,66,2,3
